model,method,BPT,bits_per_byte,tokens_eval
EleutherAI/pythia-410m,FP16,4.268797073115052,0.9558357636387881,50176
EleutherAI/pythia-410m,SYM_INT8,4.777706291985606,1.0697867487782602,30720
EleutherAI/pythia-410m,SYM_INT4,16.75630177699161,3.751940471858801,30720
EleutherAI/pythia-410m,SYM_INT3,16.04547390788694,3.5927774365951937,30720
EleutherAI/pythia-1.4b,FP16,3.811226743062697,0.8533801822764043,50176
EleutherAI/pythia-1.4b,SYM_INT8,3.7936492644209134,0.849444370282382,30720
EleutherAI/pythia-1.4b,SYM_INT4,16.871266538062446,3.777682484961688,30720
EleutherAI/pythia-1.4b,SYM_INT3,15.750547968538546,3.526739919321446,30720
